entry_signal_time,entry_time,entry_price,exit_time,exit_price,qty,stop_initial,stop_final,take_profit,risk_usd,reason,fees,slippage_cost,pnl,r_multiple,bars_held,equity_at_entry
2019-09-02 16:00:00+00:00,2019-09-02 20:00:00+00:00,10167.706337298516,2019-09-10 20:00:00+00:00,10021.588602578167,0.01785,9887.745176900904,9887.745176900904,,4.997306713097359,signal,0.36037891467679883,0.14418756475823546,-2.968580479435019,-0.5940360778046133,48,500.0
2019-09-11 20:00:00+00:00,2019-09-12 00:00:00+00:00,10162.815466197022,2019-09-12 04:00:00+00:00,10109.552800673491,0.01456,9821.528103095605,9821.528103095605,,4.969144006756631,signal,0.2951656819656347,0.11812041002261395,-1.0706700919882621,-0.2154636876155035,1,497.031419520565
2019-09-12 08:00:00+00:00,2019-09-12 12:00:00+00:00,10173.519161488732,2019-09-16 16:00:00+00:00,10115.681375150261,0.01566,9856.969614574076,9856.969614574076,,4.957165904683493,signal,0.3177288804037667,0.12712453406042704,-1.2234686144641955,-0.2468080830839798,25,495.9607494285767
2019-10-09 12:00:00+00:00,2019-10-09 16:00:00+00:00,8555.881317856201,2019-10-11 08:00:00+00:00,8263.115809515053,0.01709,8266.42271852805,8266.42271852805,,4.946847462518103,stop,0.2874366609067748,0.11498539719462315,-5.290799198456995,-1.0695294808552291,10,494.7372808141125
2019-10-11 08:00:00+00:00,2019-10-11 12:00:00+00:00,8302.750497579202,2019-10-15 20:00:00+00:00,8173.828415540959,0.01641,8004.4901331895935,8004.4901331895935,,4.894452579633469,signal,0.2703806599643019,0.10817606624756028,-2.385992026211852,-0.487489047527054,26,489.44648161565556
2019-10-20 16:00:00+00:00,2019-10-20 20:00:00+00:00,8238.294957000011,2019-10-22 20:00:00+00:00,8164.640165686665,0.02353,8031.337769619765,8031.337769619765,,4.869702619057196,signal,0.38596106343681746,0.15446953960303555,-2.11905830303985,-0.4351514802458538,12,487.0604895894437
2019-10-25 12:00:00+00:00,2019-10-25 16:00:00+00:00,8266.255486622498,2019-11-08 16:00:00+00:00,8817.231415498603,0.01448,7931.566523371414,7931.566523371414,,4.846296187875697,signal,0.24736889034271353,0.09895734987398973,7.730762559783287,1.5951898646070894,84,484.9414312864038
2019-12-06 16:00:00+00:00,2019-12-06 20:00:00+00:00,7436.063715245754,2019-12-10 00:00:00+00:00,7335.70382001127,0.01629,7133.659853283698,7133.659853283698,,4.926158911361899,signal,0.24063209314933692,0.09627219336974246,-1.87549478651907,-0.3807215358386735,19,492.67219384618716
2019-12-10 00:00:00+00:00,2019-12-10 04:00:00+00:00,7386.6943548521585,2019-12-10 08:00:00+00:00,7348.228379017216,0.0225,7168.614614527578,7168.614614527578,,4.906794157303068,signal,0.33153576151206093,0.13265945628621467,-1.1970202177982685,-0.2439515861933343,1,490.7966990596681
2019-12-18 20:00:00+00:00,2019-12-19 00:00:00+00:00,7280.741332826982,2019-12-19 04:00:00+00:00,7156.076035690897,0.0155,6965.03785686226,6965.03785686226,,4.893403877453201,signal,0.22377066921202715,0.08951710560931905,-2.1560827748213427,-0.44061001887779755,1,489.59967884186983
2019-12-22 16:00:00+00:00,2019-12-22 20:00:00+00:00,7402.420298413804,2019-12-24 16:00:00+00:00,7205.883308522718,0.02517,7208.767754717154,7208.767754717154,,4.8742345248446615,stop,0.3676910017865923,0.1471122217894017,-5.314527037345243,-1.090330596580109,11,487.4435960670485
2019-12-24 16:00:00+00:00,2019-12-24 20:00:00+00:00,7256.822220658799,2019-12-27 12:00:00+00:00,7133.524543415681,0.0182,6991.947396357294,6991.947396357294,,4.820721802287396,signal,0.26190431110615553,0.10478972582473925,-2.5059220369308832,-0.5198229932583627,16,482.12906902970326
2019-12-27 12:00:00+00:00,2019-12-27 16:00:00+00:00,7240.645859759599,2019-12-31 20:00:00+00:00,7170.87886493746,0.02125,7014.9428763862425,7014.9428763862425,,4.796188396683824,signal,0.30624490039981256,0.12254863997045731,-1.78879354037025,-0.3729614836662913,25,479.6231469927724
2019-12-31 20:00:00+00:00,2020-01-01 00:00:00+00:00,7198.1233015142225,2020-01-02 04:00:00+00:00,7126.395432322386,0.03023,7040.060222448627,7040.060222448627,,4.778246880152951,signal,0.4330302013238807,0.17345578566921982,-2.601363686993068,-0.5444180161134325,7,477.83435345240207
2020-01-03 04:00:00+00:00,2020-01-03 08:00:00+00:00,7205.161426345676,2020-01-23 12:00:00+00:00,8419.609998593158,0.02472,7012.98418778406,7012.98418778406,,4.750621337243137,signal,0.38624434962448795,0.1545352940422421,29.6349243563333,6.238115449026911,121,475.232989765409
2020-01-24 12:00:00+00:00,2020-01-24 16:00:00+00:00,8511.203981154047,2020-01-25 00:00:00+00:00,8435.61259338323,0.02005,8259.408351800621,8259.408351800621,,5.048502368536207,signal,0.3397836723194724,0.13596682480489436,-1.8553909971243456,-0.36751314779759303,2,504.8679141217423
2020-01-26 16:00:00+00:00,2020-01-26 20:00:00+00:00,8570.417882522232,2020-02-16 20:00:00+00:00,9742.011028850668,0.02398,8360.704089752675,8360.704089752675,,5.028936750613958,signal,0.43913204529472216,0.17569795104410701,27.655671603661176,5.499307900479128,125,503.0125231246179
2020-02-16 20:00:00+00:00,2020-02-17 00:00:00+00:00,9914.66502903589,2020-02-17 08:00:00+00:00,9749.1080120997,0.01515,9564.58080605343,9564.58080605343,,5.303775978184288,signal,0.29790616157320426,0.11918530658328363,-2.806094968156515,-0.529074942022186,2,530.6681947282791
2020-02-18 12:00:00+00:00,2020-02-18 16:00:00+00:00,9834.622819497714,2020-02-19 20:00:00+00:00,9476.871217220269,0.01491,9480.664408664996,9480.664408664996,,5.277519905515824,stop,0.2879343760874651,0.11519482315178864,-5.622010766044184,-1.0652751418650859,5,527.8620997601226
2020-02-23 20:00:00+00:00,2020-02-24 00:00:00+00:00,9940.376453474944,2020-02-24 00:00:00+00:00,9676.764534665459,0.0201,9680.638586779469,9680.638586779469,,5.220731120579052,stop,0.3943045338616221,0.1577951623379864,-5.6929041019322995,-1.0904419267048706,0,522.2400889940784
2020-03-23 20:00:00+00:00,2020-03-24 00:00:00+00:00,6467.836217627363,2020-03-29 20:00:00+00:00,5904.0273207364025,0.00841,5854.013605488524,5854.013605488524,,5.162248168087635,signal,0.10404737235763928,0.041620222852981135,-4.845680195210619,-0.9386763358580861,35,516.5471848921461
2020-03-30 00:00:00+00:00,2020-03-30 04:00:00+00:00,6011.684052645403,2020-04-13 04:00:00+00:00,6672.859608632036,0.01492,5668.896034790323,5668.896034790323,,5.114397226397805,signal,0.1892533914262594,0.07571070467944474,9.675485903894298,1.891813536491568,84,511.7015046969355
2020-04-13 08:00:00+00:00,2020-04-13 12:00:00+00:00,6773.718811102014,2020-04-15 12:00:00+00:00,6780.146416809752,0.01718,6470.300959023508,6470.300959023508,,5.212718698708737,signal,0.23285540461552418,0.09315673394105674,-0.12242913855659765,-0.023486619100878216,12,521.3769906008298
2020-04-16 04:00:00+00:00,2020-04-16 08:00:00+00:00,6895.9975267934615,2020-04-20 12:00:00+00:00,6962.633466780011,0.01742,6596.880889167639,6596.880889167639,,5.210611827441835,signal,0.24141735190804992,0.09657752543431102,0.9193807226576354,0.1764439096797982,25,521.2545614622732
2020-04-20 12:00:00+00:00,2020-04-20 16:00:00+00:00,7074.228983003686,2020-04-20 16:00:00+00:00,6820.772411915802,0.02082,6823.502206542704,6823.502206542704,,5.22013148591765,stop,0.28929392904222384,0.11573375026884922,-5.566259739091947,-1.0663064242937266,0,522.1739421849308
2020-04-22 12:00:00+00:00,2020-04-22 16:00:00+00:00,7114.995226937114,2020-05-10 20:00:00+00:00,8497.259436542,0.02086,6867.371565158084,6867.371565158084,,5.1654295847105605,signal,0.3256716322801744,0.1302871876421065,28.50835978007771,5.5190685135774915,108,516.6076824458388
2020-05-10 20:00:00+00:00,2020-05-11 00:00:00+00:00,8726.259290453758,2020-05-11 08:00:00+00:00,8660.853903631456,0.00879,8106.268822576337,8106.268822576337,,5.44971621264253,signal,0.15283272497600903,0.06113785016802648,-0.7277460751440401,-0.1335383434197505,2,545.1160422259165
2020-05-11 08:00:00+00:00,2020-05-11 12:00:00+00:00,8929.740609812176,2020-05-11 16:00:00+00:00,8322.997757926802,0.00902,8326.328372958424,8326.328372958424,,5.442778376420836,stop,0.1556197000770056,0.06224904809105378,-5.628440224083079,-1.0341115942671053,1,544.3882961507725
2020-05-11 16:00:00+00:00,2020-05-11 20:00:00+00:00,8748.748159718585,2020-05-12 00:00:00+00:00,8558.614995378312,0.00789,8066.243016717137,8066.243016717137,,5.38496557828143,signal,0.1365550952937145,0.054623766644765995,-1.6367057619384724,-0.3039398744793489,1,538.7598559266894
2020-05-12 08:00:00+00:00,2020-05-12 12:00:00+00:00,8804.430620224715,2020-05-21 16:00:00+00:00,9078.866890002022,0.0086,8180.398438080182,8180.398438080182,,5.366676766442983,signal,0.15379635858794993,0.06152207991516334,2.206355561496906,0.41112138060799813,55,537.123150164751
2020-05-28 08:00:00+00:00,2020-05-28 12:00:00+00:00,9270.92780508227,2020-06-11 16:00:00+00:00,9517.731012838625,0.01848,8979.148574139823,8979.148574139823,,5.392080187816427,signal,0.34721441495517813,0.13891032066259112,4.213708864382255,0.781462574296143,85,539.3295057262478
2020-06-22 16:00:00+00:00,2020-06-22 20:00:00+00:00,9567.336369109064,2020-06-24 08:00:00+00:00,9369.165514166893,0.02795,9372.91600206018,9372.91600206018,,5.434049259016333,stop,0.529275227637563,0.21177315321568674,-6.068150623271265,-1.1166903967980808,9,543.5432145906301
2020-07-06 12:00:00+00:00,2020-07-06 16:00:00+00:00,9308.74309388475,2020-07-09 16:00:00+00:00,9204.895713978945,0.03103,9135.581303271803,9135.581303271803,,5.373210362719751,signal,0.5744782122080104,0.22985099847710405,-3.7968624106851507,-0.7066282826052054,18,537.4750639673589
2020-07-09 20:00:00+00:00,2020-07-10 00:00:00+00:00,9236.116169504945,2020-07-10 08:00:00+00:00,9151.32655851216,0.03004,9058.517026917454,9058.517026917454,,5.335078243328209,signal,0.5523587795496339,0.2210827142232292,-3.0994386937728677,-0.5809546837759831,2,533.6782015566737
2020-07-10 12:00:00+00:00,2020-07-10 16:00:00+00:00,9249.610512446587,2020-07-14 08:00:00+00:00,9177.525620920598,0.03134,9080.355677184161,9080.355677184161,,5.304446537124388,signal,0.5775064464197276,0.23112910042450685,-2.836646946844212,-0.5347677513556384,22,530.5787628629008
2020-07-14 08:00:00+00:00,2020-07-14 12:00:00+00:00,9236.504572261169,2020-07-15 20:00:00+00:00,9181.783536401132,0.03541,9087.507466340852,9087.507466340852,,5.275987520638408,signal,0.652191581927732,0.26100837980389247,-2.5898634617316247,-0.4908774805855198,8,527.7421159160566
2020-07-19 20:00:00+00:00,2020-07-20 00:00:00+00:00,9212.676802753547,2020-07-20 04:00:00+00:00,9188.297849032035,0.05179,9111.292979863092,9111.292979863092,,5.250668187496686,signal,0.9529864772159753,0.38163811323712193,-2.2155724904530985,-0.42196010323581257,1,525.152252454325
2020-07-21 04:00:00+00:00,2020-07-21 08:00:00+00:00,9319.007710077713,2020-08-19 20:00:00+00:00,11645.127931844005,0.04532,9203.635798112871,9203.635798112871,,5.228655050246586,signal,0.9500946272918924,0.38022474955164914,104.46967382315643,19.98021916137489,177,522.9366799638719
2020-08-19 20:00:00+00:00,2020-08-20 00:00:00+00:00,11759.08272634066,2020-08-20 04:00:00+00:00,11695.108742163786,0.01624,11372.918750742185,11372.918750742185,,6.271302963719238,signal,0.3808960694485123,0.15239590303247869,-1.4198335724809397,-0.2264016872881067,1,627.4063537870284
2020-08-20 08:00:00+00:00,2020-08-20 12:00:00+00:00,11821.868153207868,2020-08-21 12:00:00+00:00,11710.912815273072,0.01732,11460.644015310692,11460.644015310692,,6.256402068379084,signal,0.4075877663740899,0.16307365303068763,-2.3293342194047852,-0.37231210429675465,6,625.9865202145475
2020-08-24 04:00:00+00:00,2020-08-24 08:00:00+00:00,11763.27463474569,2020-08-24 20:00:00+00:00,11743.679226726093,0.01667,11389.292733817007,11389.292733817007,,6.234278288481172,signal,0.3918609208707347,0.15678815168667376,-0.7185163725574455,-0.11525253434467621,3,623.6571859951426
2020-08-30 20:00:00+00:00,2020-08-31 00:00:00+00:00,11715.855941693726,2020-08-31 04:00:00+00:00,11674.4066145695,0.01783,11366.514887928271,11366.514887928271,,6.228750988638042,signal,0.41704838137817335,0.16687680262495283,-1.156089884003137,-0.18560541047667148,1,622.9386696225852
2020-08-31 12:00:00+00:00,2020-08-31 16:00:00+00:00,11746.847549808435,2020-09-01 00:00:00+00:00,11644.848823551354,0.01785,11398.529590192777,11398.529590192777,,6.217475579139499,signal,0.4175417802644723,0.1670532636889101,-2.2382190439533645,-0.3599883932737754,2,621.7825797385821
2020-09-01 00:00:00+00:00,2020-09-01 04:00:00+00:00,11696.107657610984,2020-09-02 08:00:00+00:00,11337.865018193957,0.01751,11342.402767933287,11342.402767933287,,6.193372618256482,stop,0.40332486155334457,0.16136178270398763,-6.676153477745487,-1.0779512051423954,7,619.5443606946287
2020-09-15 00:00:00+00:00,2020-09-15 04:00:00+00:00,10759.42285141605,2020-09-21 12:00:00+00:00,10323.073835542325,0.01417,10327.20505746758,10327.20505746758,,6.124526140249822,stop,0.2987389780542002,0.11951081924626056,-6.4818045329848815,-1.0583356792923226,38,612.8682072168832
2020-09-24 16:00:00+00:00,2020-09-24 20:00:00+00:00,10658.132029926435,2020-09-27 12:00:00+00:00,10619.368981879892,0.01382,10219.619876164288,10219.619876164288,,6.060237964992877,signal,0.2940550639831635,0.11765032400322689,-0.8297603879863971,-0.1369187798861249,16,606.3864026838983
2020-09-27 12:00:00+00:00,2020-09-27 16:00:00+00:00,10759.123316343273,2020-09-29 00:00:00+00:00,10691.830388711958,0.01689,10400.691900823764,10400.691900823764,,6.053906608124531,signal,0.36230660807838283,0.14496564769292933,-1.498884155771293,-0.24758957360850992,8,605.5566422959118
2020-09-29 04:00:00+00:00,2020-09-29 08:00:00+00:00,10731.292496929025,2020-09-30 08:00:00+00:00,10702.276020466357,0.01754,10386.965198202302,10386.965198202302,,6.039500819666713,signal,0.37594479179511503,0.15043139715518644,-0.8848937889503077,-0.14651770326262498,6,604.0577581401405
2020-09-30 12:00:00+00:00,2020-09-30 16:00:00+00:00,10781.702271296197,2020-09-30 20:00:00+00:00,10702.196199608112,0.01838,10453.579483350322,10453.579483350322,,6.030896842445194,signal,0.39487405389522123,0.15799579762701021,-1.8561956515222562,-0.30778103158031667,1,603.1728643511902
2020-09-30 20:00:00+00:00,2020-10-01 00:00:00+00:00,10780.90285415759,2020-10-01 16:00:00+00:00,10711.942555234238,0.01835,10453.350603326708,10453.350603326708,,6.0105838027466945,signal,0.3943937132623401,0.15781548524349356,-1.6598151985058394,-0.2761487491027649,4,601.316668699668
2020-10-05 04:00:00+00:00,2020-10-05 08:00:00+00:00,10690.58663413534,2020-10-05 12:00:00+00:00,10662.261216600024,0.02263,10425.65936457785,10425.65936457785,,5.9953041100859865,signal,0.48321494686214134,0.19338279882422438,-1.124219145686311,-0.1875166171796058,1,599.6568535011621
